Identifier,Country,Country code,Test type,Insecticide tested,Insecticide amount ,Synergist,Synergist Concentration,Intensity ,Year,1st admin level,WikiData accession,2nd admin level,3rd admin level,Site (Village or Locality),Latitude ,Longitude,Species tested,Total mosquitoes in all test replicates,Time at which mortality recorded,Calculated  average mortality adjusted for control  (%),Chemical type,Resistance status ,Resistance Intensity,Origin of tested mosquitoes,Data entry name,Data entry date,Additional notes
PMI003067,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Diourbel Region,Q856261,Diourbel Department,,Bambey,14.75,-16.5,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003068,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Diourbel Region,Q856261,Diourbel Department,,Bambey,14.75,-16.5,An. gambiae s.l.,NR,24 hr,87.1%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003069,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Diourbel Region,Q856261,Diourbel Department,,Bambey,14.75,-16.5,An. gambiae s.l.,NR,24 hr,77.7%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003070,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Fatick Region,Q856282,Fatick Department,,Dioffior,13.98333,-16.76666,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003071,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Fatick Region,Q856282,Fatick Department,,Fatick,14.38638,-16.40166,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003072,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Fatick Region,Q856282,Fatick Department,,Fatick,14.38638,-16.40166,An. gambiae s.l.,NR,24 hr,99.1%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003073,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003074,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003075,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,80.0%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003076,Senegal,SN,WHO,Dieldrin,4.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,95.9%,Organochlorides,Possible resistance,NA,NR,Ellie_07032016,,
PMI003077,Senegal,SN,WHO,Fenitrothion,1.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003078,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003079,Senegal,SN,WHO,Alphacypermethrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,84.8%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003080,Senegal,SN,WHO,Cyfluthrin,0.15%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,91.0%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003081,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,98.0%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003082,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,64.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003083,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Kaffrine,14.10583,-15.55055,An. gambiae s.l.,NR,24 hr,91.0%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003084,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003085,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003086,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,87.0%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003087,Senegal,SN,WHO,Dieldrin,4.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,93.8%,Organochlorides,Possible resistance,NA,NR,Ellie_07032016,,
PMI003088,Senegal,SN,WHO,Fenitrothion,1.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003089,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003090,Senegal,SN,WHO,Alphacypermethrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,84.7%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003091,Senegal,SN,WHO,Cyfluthrin,0.15%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,93.0%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003092,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,85.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003093,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,71.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003094,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Maleme Hoddar,14.091713,-15.292959,An. gambiae s.l.,NR,24 hr,82.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003095,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003096,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003097,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,78.4%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003098,Senegal,SN,WHO,Dieldrin,4.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,97.0%,Organochlorides,Possible resistance,NA,NR,Ellie_07032016,,
PMI003099,Senegal,SN,WHO,Fenitrothion,1.00%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003100,Senegal,SN,WHO,Alphacypermethrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,96.0%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003101,Senegal,SN,WHO,Cyfluthrin,0.15%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,99.0%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003102,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003103,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,84.9%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003104,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Kaffrine Region,Q1059694,Kaffrine Department,,Koungheul,13.98333,-14.8,An. gambiae s.l.,NR,24 hr,96.5%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003105,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,95.3%,Carbamates,Possible resistance,NA,NR,Ellie_07032016,,
PMI003106,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003107,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,44.8%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003108,Senegal,SN,WHO,Dieldrin,4.00%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,78.8%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003109,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,81.9%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003110,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,70.1%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003111,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Kaolack Region,Q847671,Kaolack Department,,Ndoffane,13.91666,-15.91666,An. gambiae s.l.,NR,24 hr,45.3%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003112,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kolda Region,Q738081,M̩dina Yoro Foulah Department,Kaolack,Nioro ,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003113,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Kolda Region,Q738081,M̩dina Yoro Foulah Department,Kaolack,Nioro ,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003114,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kolda Region,Q738081,M̩dina Yoro Foulah Department,Kaolack,Nioro ,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,73.2%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003115,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kolda Region,Q738081,M̩dina Yoro Foulah Department,Kaolack,Nioro ,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,80.1%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003116,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,Kolda Region,Q738081,M̩dina Yoro Foulah Department,Kaolack,Nioro ,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,76.4%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003117,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Kolda Region,Q738081,M̩dina Yoro Foulah Department,Kaolack,Nioro ,13.49998,-15.04994,An. gambiae s.l.,NR,24 hr,46.2%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003118,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Tambacounda Region,Q848554,Tambacounda Department,,Guinguineo,13.49668,-13.60629,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003119,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Tambacounda Region,Q848554,Tambacounda Department,,Guinguineo,13.49668,-13.60629,An. gambiae s.l.,NR,24 hr,67.0%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003120,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Tambacounda Region,Q848554,Tambacounda Department,,Guinguineo,13.49668,-13.60629,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003121,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,92.5%,Carbamates,Possible resistance,NA,NR,Ellie_07032016,,
PMI003122,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,99.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003123,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,13.0%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003124,Senegal,SN,WHO,Dieldrin,4.00%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,75.0%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003125,Senegal,SN,WHO,Fenitrothion,1.00%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,94.5%,Organophosphates,Possible resistance,NA,NR,Ellie_07032016,,
PMI003126,Senegal,SN,WHO,Alphacypermethrin,0.05%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,53.9%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003127,Senegal,SN,WHO,Cyfluthrin,0.15%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,72.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003128,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,72.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003129,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,64.1%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003130,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,K̩dougou Region,Q1046666,K̩dougou Department,,Kedougou,12.55438,-12.17323,An. gambiae s.l.,NR,24 hr,45.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003131,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,92.4%,Carbamates,Possible resistance,NA,NR,Ellie_07032016,,
PMI003132,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,10.0%,Organophosphates,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003133,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,19.0%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003134,Senegal,SN,WHO,Fenitrothion,1.00%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,97.9%,Organophosphates,Possible resistance,NA,NR,Ellie_07032016,,
PMI003135,Senegal,SN,WHO,Alphacypermethrin,0.05%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,67.8%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003136,Senegal,SN,WHO,Cyfluthrin,0.15%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,43.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003137,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,49.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003138,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Kolda Region,Q738081,Kolda Department,,Kolda,12.901672,-14.942934,An. gambiae s.l.,NR,24 hr,60.0%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003139,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Kolda Region,Q738081,V̩lingara Department,,Velingara,13.14756,-14.11483,An. gambiae s.l.,NR,24 hr,95.4%,Carbamates,Possible resistance,NA,NR,Ellie_07032016,,
PMI003140,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Kolda Region,Q738081,V̩lingara Department,,Velingara,13.14756,-14.11483,An. gambiae s.l.,NR,24 hr,77.3%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003141,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Kolda Region,Q738081,V̩lingara Department,,Velingara,13.14756,-14.11483,An. gambiae s.l.,NR,24 hr,86.5%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003142,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Louga Region,Q738061,Lingu̬re Department,,Barkedji,15.278979,-14.867131,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003143,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Louga Region,Q738061,Lingu̬re Department,,Barkedji,15.278979,-14.867131,An. gambiae s.l.,NR,24 hr,88.3%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003144,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Louga Region,Q738061,Lingu̬re Department,,Barkedji,15.278979,-14.867131,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003145,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Louga Region,Q738061,Lingu̬re Department,,Barkedji,15.278979,-14.867131,An. gambiae s.l.,NR,24 hr,87.8%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003146,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Louga Region,Q738061,Lingu̬re Department,,Barkedji,15.278979,-14.867131,An. gambiae s.l.,NR,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003147,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Matam Region,Q856275,Matam Department,,Ranerou,15.296935,-13.958173,An. gambiae s.l.,NR,24 hr,96.2%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003148,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Matam Region,Q856275,Kanel Department,,Kanel,15.490491,-13.175697,An. gambiae s.l.,NR,24 hr,88.9%,Carbamates,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003149,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Matam Region,Q856275,Kanel Department,,Kanel,15.490491,-13.175697,An. gambiae s.l.,NR,24 hr,82.7%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003150,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Matam Region,Q856275,Kanel Department,,Kanel,15.490491,-13.175697,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003151,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Matam Region,Q856275,Kanel Department,,Kanel,15.490491,-13.175697,An. gambiae s.l.,NR,24 hr,98.8%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003152,Senegal,SN,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2014,Matam Region,Q856275,Kanel Department,,Gabou (Bakel),14.722471,-12.695943,An. gambiae s.l.,NR,24 hr,98.9%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003153,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Matam Region,Q856275,Kanel Department,,Gabou (Bakel),14.722471,-12.695943,An. gambiae s.l.,NR,24 hr,92.0%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003154,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
PMI003155,Senegal,SN,WHO,Malathion,5.00%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003156,Senegal,SN,WHO,DDT,4.00%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,86.9%,Organochlorides,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003157,Senegal,SN,WHO,Dieldrin,4.00%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,92.7%,Organochlorides,Possible resistance,NA,NR,Ellie_07032016,,
PMI003158,Senegal,SN,WHO,Fenitrothion,1.00%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,Ellie_07032016,,
PMI003159,Senegal,SN,WHO,Alphacypermethrin,0.05%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,94.7%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003160,Senegal,SN,WHO,Cyfluthrin,0.15%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,99.1%,Pyrethroids,Susceptible,NA,NR,Ellie_07032016,,
PMI003161,Senegal,SN,WHO,Deltamethrin,0.05%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,91.4%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003162,Senegal,SN,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,97.2%,Pyrethroids,Possible resistance,NA,NR,Ellie_07032016,,
PMI003163,Senegal,SN,WHO,Permethrin,0.75%,None,NA,NA,2014,Saint-Louis Region,Q178872,Dagana Department,,Richard Toll,16.4613,-15.68757,An. gambiae s.l.,NR,24 hr,78.2%,Pyrethroids,Confirmed resistance,NA,NR,Ellie_07032016,,
PMI003164,Senegal,SN,WHO,Bendiocarb,0.10%,None,NA,NA,2014,Tambacounda Region,Q848554,Tambacounda Department,,Koumpentoum,13.98255,-14.55845,An. gambiae s.l.,NR,24 hr,99.0%,Carbamates,Susceptible,NA,NR,Ellie_07032016,,
